beta_deg,theta_deg,range_mm
132.75,138.314,959.2
132.75,139.066,929.2
132.75,139.789,920.2
132.75,140.526,902.2
132.75,141.255,890.2
132.75,141.98,881.2
132.75,142.699,875.2
132.75,143.403,879.2
132.75,144.1,888.2
132.75,144.799,895.2
132.75,145.505,898.2
132.75,146.206,904.2
132.75,146.876,932.0
132.75,147.498,2359.5
132.75,148.143,2340.2
132.75,148.854,2320.2
132.75,149.565,2302.2
132.75,150.276,2284.2
132.75,150.986,2270.2
132.75,151.7,2239.2
132.75,152.412,2218.2
132.75,153.123,2201.2
132.75,153.833,2189.2
132.75,154.54,2188.2
132.75,155.25,2175.2
132.75,155.961,2160.2
132.75,156.671,2146.2
132.75,157.381,2134.2
132.75,158.09,2126.2
132.75,158.8,2113.2
132.75,159.515,2083.2
132.75,160.226,2070.2
132.75,160.935,2061.2
132.75,161.644,2052.2
132.75,162.354,2043.2
132.75,163.08,1979.5
132.75,163.797,1945.2
132.75,164.5,1958.2
132.75,165.195,1997.2
132.75,165.897,2012.2
132.75,166.608,1996.2
132.75,167.322,1975.2
132.75,168.034,1957.2
132.75,168.737,1969.2
132.75,169.445,1966.2
132.75,170.151,1966.2
132.75,170.86,1961.2
132.75,171.568,1955.2
132.75,172.275,1955.2
132.75,172.983,1950.2
132.75,173.692,1944.2
132.75,174.399,1942.2
132.75,175.108,1937.2
132.75,175.816,1933.2
132.75,176.535,1932.2
132.75,177.247,1930.2
132.75,177.958,1929.2
132.75,178.67,1928.2
132.75,179.382,1923.2
132.75,180.098,1910.2
132.75,180.809,1910.2
132.75,181.519,1915.2
132.75,182.227,1922.2
132.75,182.938,1923.2
132.75,183.65,1922.2
132.75,184.36,1924.2
132.75,185.072,1923.2
132.75,185.787,1909.2
132.75,186.567,1724.5
132.75,187.278,1726.0
132.75,188.055,1579.5
132.75,188.767,1578.2
132.75,189.478,1578.2
132.75,190.188,1581.2
132.75,190.897,1584.2
132.75,191.607,1587.2
132.75,192.318,1588.2
132.75,193.027,1591.2
132.75,193.737,1594.2
132.75,194.445,1600.2
132.75,195.156,1600.2
132.75,195.863,1609.0
132.75,196.575,1609.0
132.75,197.286,1609.0
132.75,197.992,1620.0
132.75,198.698,1631.0
132.75,199.41,1628.0
132.75,200.114,1644.0
132.75,200.824,1646.0
132.75,201.547,1621.0
132.75,202.179,1808.5
132.75,202.887,1817.2
132.75,203.595,1827.2
132.75,204.311,1813.2
132.75,205.019,1843.2
132.75,205.731,1853.2
132.75,206.44,1874.2
132.75,207.152,1883.2
132.75,207.863,1899.2
132.75,208.576,1906.2
132.75,209.289,1916.2
132.75,210.001,1927.2
132.75,210.715,1934.2
132.75,211.428,1944.2
132.75,212.139,1958.2
132.75,212.851,1971.2
132.75,213.563,1984.2
132.75,214.275,1997.2
132.75,214.991,1996.2
132.75,215.705,2002.2
132.75,216.419,2008.2
132.75,216.992,2623.5
132.75,217.715,2583.2
132.75,218.438,2545.2
132.75,219.162,2505.2
132.75,219.884,2473.2
132.75,220.608,2434.2
132.75,221.33,2403.2
132.75,222.053,2372.2
132.75,222.776,2338.2
132.75,223.499,2308.2
132.75,224.221,2282.2
132.75,224.944,2251.2
132.75,225.667,2225.2
132.75,226.39,2197.2
132.75,227.112,2172.2
132.75,227.834,2150.2
132.75,228.556,2126.2
132.75,229.278,2106.2
132.75,230.0,2083.2
132.75,230.723,2059.2
132.75,231.444,2042.2
132.75,232.166,2022.2
132.75,232.886,2008.2
132.75,233.612,1985.2
132.75,234.328,1971.2
132.75,235.046,1953.2
132.75,235.762,1939.2
132.75,236.48,1920.2
132.75,237.196,1909.2
132.75,237.913,1893.2
132.75,238.63,1879.2
132.75,239.347,1865.2
132.75,240.063,1853.2
132.75,240.78,1840.2
132.75,241.496,1828.2
132.75,242.212,1817.2
132.75,242.929,1804.2
132.75,243.644,1795.2
132.75,244.36,1786.2
132.75,245.077,1772.2
132.75,245.792,1764.2
132.75,246.508,1755.2
132.75,247.224,1744.2
132.75,247.939,1737.2
132.75,248.654,1729.2
132.75,249.369,1721.2
132.75,250.085,1713.2
132.75,250.799,1706.2
132.75,251.515,1697.2
132.75,252.23,1690.2
132.75,252.944,1685.2
132.75,253.659,1679.2
132.75,254.374,1671.2
132.75,255.088,1667.2
132.75,255.803,1661.2
132.75,256.516,1657.2
132.75,257.23,1652.2
132.75,257.945,1647.2
132.75,258.658,1644.2
132.75,259.371,1642.2
132.75,260.085,1637.2
132.75,260.799,1632.2
132.75,261.513,1629.2
132.75,262.232,1628.2
132.75,262.94,1625.2
132.75,263.649,1621.2
132.75,264.356,1619.2
132.75,265.063,1619.2
132.75,265.77,1618.2
132.75,266.477,1617.2
132.75,267.185,1615.2
132.75,267.891,1616.2
132.75,268.598,1615.2
132.75,269.305,1615.2
132.75,270.012,1614.2
132.75,270.719,1615.2
132.75,271.425,1615.2
132.75,272.132,1615.2
132.75,272.838,1616.2
132.75,273.545,1616.2
132.75,274.251,1617.2
132.75,274.957,1619.2
132.75,275.662,1622.2
132.75,276.369,1623.2
132.75,277.075,1625.2
132.75,277.779,1630.2
132.75,278.485,1632.2
132.75,279.19,1635.2
132.75,279.895,1640.2
132.75,280.6,1643.2
132.75,281.305,1647.2
132.75,282.01,1651.2
132.75,282.714,1657.2
132.75,283.419,1661.2
132.75,284.124,1665.2
132.75,284.828,1671.2
132.75,285.532,1677.2
132.75,286.236,1683.2
132.75,286.94,1689.2
132.75,287.644,1696.2
132.75,288.347,1704.2
132.75,289.051,1710.2
132.75,289.754,1719.2
132.75,290.47,1727.2
132.75,291.178,1735.2
132.75,291.886,1741.2
132.75,292.593,1751.2
132.75,293.301,1760.2
132.75,294.009,1768.2
132.75,294.716,1779.2
132.75,295.422,1791.2
132.75,296.131,1798.2
132.75,296.838,1809.2
132.75,297.544,1822.2
132.75,298.252,1832.2
132.75,298.958,1845.2
132.75,299.664,1859.2
132.75,300.371,1872.2
132.75,301.077,1886.2
132.75,301.783,1900.2
132.75,302.49,1913.2
132.75,303.194,1933.2
132.75,303.902,1944.2
132.75,304.607,1963.2
132.75,305.313,1978.2
132.75,306.019,1996.2
132.75,306.725,2014.2
132.75,307.43,2034.2
132.75,308.135,2053.2
132.75,308.84,2074.2
132.75,309.545,2096.2
132.75,310.251,2117.2
132.75,310.955,2142.2
132.75,311.661,2163.2
132.75,312.365,2189.2
132.75,313.07,2212.2
132.75,313.774,2240.2
132.75,314.48,2265.2
132.75,315.184,2294.2
132.75,315.889,2320.2
132.75,316.593,2352.2
132.75,317.297,2383.2
132.75,318.001,2416.2
132.75,318.651,2449.2
132.75,319.355,2483.2
132.75,320.058,2519.2
132.75,320.762,2555.2
132.75,321.465,2596.2
132.75,322.168,2638.2
132.75,322.871,2679.2
132.75,323.575,2721.2
132.75,324.278,2770.2
132.75,324.981,2817.2
132.75,325.688,2843.2
132.75,326.397,2851.2
132.75,327.107,2855.2
132.75,327.821,2834.2
132.75,328.547,2734.5
132.75,329.325,2377.5
132.75,330.036,2378.2
132.75,330.746,2378.2
132.75,331.46,2362.2
132.75,332.175,2344.2
132.75,332.89,2327.2
132.75,333.604,2311.2
132.75,334.316,2305.2
132.75,335.029,2292.2
132.75,335.743,2278.2
132.75,336.459,2257.2
132.75,337.198,2240.2
132.75,337.936,2225.2
132.75,338.653,2210.2
132.75,339.368,2203.2
132.75,340.084,2193.2
132.75,340.801,2179.2
132.75,341.518,2167.2
132.75,342.234,2159.2
132.75,342.946,2163.0
132.75,344.316,2404.5
132.75,345.031,2401.0
132.75,347.174,2388.2
132.75,347.935,2185.5
132.75,348.604,2375.5
132.75,349.318,2370.2
132.75,350.034,2360.2
132.75,350.75,2351.2
132.75,351.466,2338.0
132.75,352.251,2057.5
132.75,352.965,2056.2
132.75,353.68,2051.2
132.75,354.395,2048.2
132.75,355.109,2045.2
132.75,355.823,2045.2
132.75,356.537,2041.2
132.75,357.252,2036.2
132.75,357.965,2041.2
132.75,358.675,2053.2
132.75,359.389,2050.2
132.75,0.102,2051.2
132.75,0.741,2343.5
132.75,1.455,2341.2
132.75,2.169,2340.2
132.75,2.882,2340.2
132.75,3.598,2329.2
132.75,4.311,2334.2
132.75,5.024,2335.2
132.75,5.738,2335.2
132.75,6.454,2345.2
132.75,7.165,2351.2
132.75,7.876,2353.2
132.75,8.587,2357.2
132.75,9.299,2360.2
132.75,10.01,2364.2
132.75,10.721,2367.2
132.75,11.432,2371.2
132.75,12.143,2375.2
132.75,12.854,2381.2
132.75,13.565,2386.2
132.75,14.275,2391.2
132.75,15.013,2279.5
132.75,15.697,2401.5
132.75,16.475,2128.5
132.75,17.205,2064.5
132.75,17.92,2052.2
132.75,18.645,2009.2
132.75,19.356,2011.2
132.75,20.095,1925.5
132.75,20.831,1856.5
132.75,21.55,1835.2
132.75,22.26,1842.2
132.75,22.964,1864.2
132.75,23.671,1878.2
132.75,24.388,1863.2
132.75,25.102,1858.2
132.75,25.811,1867.2
132.75,26.52,1874.2
132.75,27.228,1887.2
132.75,27.937,1895.2
132.75,28.637,1929.2
132.75,29.336,1970.5
132.75,30.044,1981.2
132.75,30.753,1993.2
132.75,31.461,2006.2
132.75,32.171,2012.2
132.75,32.879,2024.2
132.75,33.586,2039.2
132.75,34.293,2056.2
132.75,34.945,2074.2
132.75,35.654,2088.2
132.75,36.363,2107.2
132.75,37.074,2120.2
132.75,37.779,2152.2
132.75,38.488,2170.2
132.75,39.197,2191.2
132.75,39.905,2211.2
132.75,40.614,2231.2
132.75,41.323,2252.2
132.75,42.031,2276.2
132.75,42.739,2302.2
132.75,43.448,2324.2
132.75,44.156,2351.2
132.75,44.866,2367.2
132.75,45.576,2387.2
132.75,46.284,2416.2
132.75,46.992,2442.2
132.75,47.682,2563.5
132.75,48.394,2576.2
132.75,56.612,155.5
132.75,57.391,154.2
132.75,58.212,152.2
132.75,58.926,152.2
132.75,59.749,150.2
132.75,60.518,149.2
132.75,61.289,148.2
132.75,62.06,147.2
132.75,62.832,146.2
132.75,63.605,145.2
132.75,64.378,144.2
132.75,65.152,143.2
132.75,65.928,142.2
132.75,66.642,142.2
132.75,67.418,141.2
132.75,68.195,140.2
132.75,68.973,139.2
132.75,69.687,139.2
132.75,70.465,138.2
132.75,71.179,138.2
132.75,71.898,138.2
132.75,72.671,137.2
132.75,73.444,136.2
132.75,74.219,135.2
132.75,74.925,135.2
132.75,75.632,135.2
132.75,76.408,134.2
132.75,77.114,134.2
132.75,77.821,134.2
132.75,78.597,133.2
132.75,79.304,133.2
132.75,80.082,132.2
132.75,80.789,132.2
132.75,81.495,132.2
132.75,82.202,132.2
132.75,82.909,132.2
132.75,83.615,132.2
132.75,84.394,131.2
132.75,85.101,131.2
132.75,85.808,131.2
132.75,86.514,131.2
132.75,87.221,131.2
132.75,87.928,131.2
132.75,88.634,131.2
132.75,89.341,131.2
132.75,90.048,131.2
132.75,90.755,131.2
132.75,91.461,131.2
132.75,92.168,131.2
132.75,92.875,131.2
132.75,93.582,131.2
132.75,94.216,132.2
132.75,94.923,132.2
132.75,95.63,132.2
132.75,96.337,132.2
132.75,97.043,132.2
132.75,97.679,133.2
132.75,98.386,133.2
132.75,99.093,133.2
132.75,99.73,134.2
132.75,100.448,134.2
132.75,101.158,134.2
132.75,101.867,134.2
132.75,102.508,135.2
132.75,103.218,135.2
132.75,103.86,136.2
132.75,104.569,136.2
132.75,105.212,137.2
132.75,105.921,137.2
132.75,106.565,138.2
132.75,107.275,138.2
132.75,107.919,139.2
132.75,108.629,139.2
132.75,109.274,140.2
132.75,109.984,140.2
132.75,110.63,141.2
132.75,111.278,142.2
132.75,111.987,142.2
132.75,112.636,143.2
132.75,113.285,144.2
132.75,113.935,145.2
132.75,114.585,146.2
132.75,115.295,146.2
132.75,115.946,147.2
132.75,116.599,148.2
132.75,117.252,149.2
132.75,117.906,150.2
132.75,118.56,151.2
132.75,119.216,152.2
132.75,119.872,153.2
132.75,120.528,154.2
132.75,121.186,155.2
132.75,121.844,156.2
132.75,122.502,157.2
132.75,123.162,158.2
132.75,123.834,159.0
132.75,124.544,159.0
132.75,125.353,157.0
132.75,123.211,821.5
132.75,123.898,831.0
132.75,124.596,834.2
132.75,125.295,837.2
132.75,125.981,847.2
132.75,126.647,870.2
132.75,127.335,880.0
132.75,128.729,889.0
132.75,129.424,894.2
132.75,130.113,904.2
132.75,130.798,917.2
132.75,131.479,933.2
132.75,132.167,944.2
132.75,132.895,927.2
132.75,133.633,904.2
132.75,134.162,1037.5
132.75,134.894,1013.2
132.75,135.61,1003.2
132.75,136.334,987.2
132.75,137.056,973.2
132.75,137.778,959.2
132.75,138.483,958.2
132.75,139.23,927.2
132.75,139.947,918.2
132.75,140.676,901.2
132.75,141.4,888.2
132.75,142.119,879.2
132.75,142.829,875.2
132.75,143.526,879.2
132.75,144.215,889.2
132.75,144.909,895.2
132.75,145.607,899.2
132.75,146.3,906.2
132.75,146.964,934.0
132.75,147.577,2356.5
132.75,148.3,2337.2
132.75,149.01,2317.2
132.75,149.72,2298.2
132.75,150.429,2280.2
132.75,151.138,2266.2
132.75,151.852,2232.2
132.75,152.562,2215.2
132.75,153.271,2200.2
132.75,153.98,2187.2
132.75,154.686,2186.2
132.75,155.395,2172.2
132.75,156.104,2158.2
132.75,156.814,2143.2
132.75,157.522,2134.2
132.75,158.23,2123.2
132.75,158.94,2108.2
132.75,159.653,2082.2
132.75,160.362,2069.2
132.75,161.07,2060.2
132.75,161.778,2050.2
132.75,162.486,2043.2
132.75,163.218,1956.5
132.75,163.927,1945.2
132.75,164.629,1956.2
132.75,165.1,3128.5
132.75,166.026,2001.5
132.75,166.735,1990.2
132.75,167.449,1965.2
132.75,168.154,1966.2
132.75,168.863,1953.2
132.75,169.563,1972.2
132.75,170.271,1964.2
132.75,170.977,1961.2
132.75,171.685,1955.2
132.75,172.392,1951.2
132.75,173.098,1949.2
132.75,173.805,1943.2
132.75,174.512,1940.2
132.75,175.219,1936.2
132.75,175.925,1934.2
132.75,176.644,1932.2
132.75,177.359,1930.2
132.75,178.074,1927.2
132.75,178.787,1928.2
132.75,179.503,1924.2
132.75,180.221,1912.2
132.75,180.936,1909.2
132.75,181.646,1919.2
132.75,182.359,1923.2
132.75,183.073,1922.2
132.75,183.787,1922.2
132.75,184.5,1924.2
132.75,185.215,1923.2
132.75,185.941,1885.2
132.75,186.716,1724.5
132.75,188.209,1579.5
132.75,188.925,1576.2
132.75,189.638,1578.2
132.75,190.35,1581.2
132.75,191.063,1584.2
132.75,191.775,1588.2
132.75,192.488,1590.2
132.75,193.201,1591.2
132.75,193.913,1596.2
132.75,194.626,1598.2
132.75,195.339,1599.2
132.75,196.048,1610.0
132.75,196.762,1611.0
132.75,197.475,1612.0
132.75,198.184,1623.0
132.75,198.897,1625.0
132.75,199.604,1639.0
132.75,200.317,1641.0
132.75,201.026,1653.0
132.75,201.741,1651.0
132.75,202.389,1809.5
132.75,203.1,1818.2
132.75,203.81,1828.2
132.75,204.531,1811.2
132.75,205.175,1843.2
132.75,205.883,1854.2
132.75,206.587,1875.2
132.75,207.296,1884.2
132.75,208.003,1899.2
132.75,208.713,1906.2
132.75,209.422,1915.2
132.75,210.13,1927.2
132.75,210.839,1934.2
132.75,211.548,1944.2
132.75,212.256,1957.2
132.75,212.963,1972.2
132.75,213.671,1985.2
132.75,214.379,1997.2
132.75,215.091,1996.2
132.75,215.801,2003.2
132.75,216.512,2007.2
132.75,217.079,2626.5
132.75,217.798,2590.2
132.75,218.518,2545.2
132.75,219.237,2509.2
132.75,219.956,2475.2
132.75,220.675,2437.2
132.75,221.394,2404.2
132.75,222.113,2371.2
132.75,222.832,2341.2
132.75,223.551,2309.2
132.75,224.269,2282.2
132.75,224.988,2253.2
132.75,225.706,2227.2
132.75,226.425,2201.2
132.75,227.144,2174.2
132.75,227.861,2152.2
132.75,228.58,2128.2
132.75,229.297,2108.2
132.75,230.016,2084.2
132.75,230.734,2061.2
132.75,231.451,2044.2
132.75,232.169,2023.2
132.75,232.886,2007.2
132.75,233.611,1987.2
132.75,234.328,1971.2
132.75,235.045,1954.2
132.75,235.762,1940.2
132.75,236.479,1923.2
132.75,237.196,1908.2
132.75,237.913,1895.2
132.75,238.629,1881.2
132.75,239.347,1866.2
132.75,240.063,1855.2
132.75,240.779,1843.2
132.75,241.496,1829.2
132.75,242.212,1818.2
132.75,242.929,1805.2
132.75,243.644,1795.2
132.75,244.36,1785.2
132.75,245.077,1772.2
132.75,245.791,1766.2
132.75,246.507,1757.2
132.75,247.223,1746.2
132.75,247.939,1737.2
132.75,248.654,1730.2
132.75,249.369,1722.2
132.75,250.084,1714.2
132.75,250.799,1707.2
132.75,251.514,1699.2
132.75,252.23,1691.2
132.75,252.944,1685.2
132.75,253.659,1679.2
132.75,254.373,1673.2
132.75,255.087,1668.2
132.75,255.802,1662.2
132.75,256.515,1659.2
132.75,257.23,1653.2
132.75,257.944,1648.2
132.75,258.658,1644.2
132.75,259.372,1640.2
132.75,260.085,1638.2
132.75,260.799,1632.2
132.75,261.512,1631.2
132.75,262.248,1627.2
132.75,262.959,1624.2
132.75,263.67,1622.2
132.75,264.38,1621.2
132.75,265.091,1619.2
132.75,265.802,1618.2
132.75,266.512,1617.2
132.75,267.222,1617.2
132.75,267.933,1616.2
132.75,268.642,1616.2
132.75,269.353,1614.2
132.75,270.062,1616.2
132.75,270.773,1615.2
132.75,271.482,1616.2
132.75,272.192,1616.2
132.75,272.902,1616.2
132.75,273.611,1618.2
132.75,274.321,1619.2
132.75,275.03,1620.2
132.75,275.739,1622.2
132.75,276.448,1625.2
132.75,277.157,1625.2
132.75,277.865,1631.2
132.75,278.573,1634.2
132.75,279.282,1637.2
132.75,279.99,1641.2
132.75,280.698,1644.2
132.75,281.407,1647.2
132.75,282.114,1653.2
132.75,282.822,1657.2
132.75,283.53,1661.2
132.75,284.238,1667.2
132.75,284.945,1672.2
132.75,285.652,1679.2
132.75,286.36,1684.2
132.75,287.067,1692.2
132.75,287.774,1698.2
132.75,288.481,1705.2
132.75,289.188,1711.2
132.75,289.894,1721.2
132.75,290.61,1729.2
132.75,291.32,1735.2
132.75,292.029,1745.2
132.75,292.739,1754.2
132.75,293.449,1761.2
132.75,294.159,1770.2
132.75,294.868,1781.2
132.75,295.577,1792.2
132.75,296.287,1800.2
132.75,296.996,1811.2
132.75,297.704,1824.2
132.75,298.412,1837.2
132.75,299.122,1848.2
132.75,299.83,1861.2
132.75,300.539,1874.2
132.75,301.247,1889.2
132.75,301.955,1904.2
132.75,302.663,1919.2
132.75,303.37,1935.2
132.75,304.079,1949.2
132.75,304.786,1968.2
132.75,305.495,1983.2
132.75,306.201,2004.2
132.75,306.91,2019.2
132.75,307.617,2040.2
132.75,308.324,2061.2
132.75,309.031,2082.2
132.75,309.738,2102.2
132.75,310.446,2122.2
132.75,311.152,2148.2
132.75,311.859,2170.2
132.75,312.566,2196.2
132.75,313.273,2221.2
132.75,313.979,2248.2
132.75,314.686,2275.2
132.75,315.393,2300.2
132.75,316.099,2331.2
132.75,316.805,2363.2
132.75,317.512,2394.2
132.75,318.218,2426.2
132.75,318.929,2464.2
132.75,319.638,2493.2
132.75,320.345,2533.2
132.75,321.053,2571.2
132.75,321.76,2613.2
132.75,322.468,2653.2
132.75,323.176,2693.2
132.75,323.882,2742.2
132.75,324.59,2787.2
132.75,325.298,2828.2
132.75,326.011,2845.2
132.75,326.725,2851.2
132.75,327.44,2847.2
132.75,328.158,2829.2
132.75,328.917,2565.5
132.75,329.67,2377.5
132.75,330.386,2373.2
132.75,331.1,2375.2
132.75,331.821,2349.2
132.75,332.539,2335.2
132.75,333.257,2320.2
132.75,333.975,2305.2
132.75,334.691,2298.2
132.75,335.409,2286.2
132.75,336.128,2269.2
133.5,337.339,2236.2
133.5,338.061,2223.2
133.5,338.778,2211.2
133.5,339.496,2199.2
133.5,340.213,2188.2
133.5,340.93,2176.2
133.5,341.648,2165.2
133.5,342.364,2159.2
133.5,343.735,2399.5
133.5,344.447,2410.0
133.5,345.16,2418.0
133.5,347.309,2389.2
133.5,348.071,2187.5
133.5,348.742,2369.5
133.5,349.457,2368.2
133.5,350.173,2359.2
133.5,350.894,2331.2
133.5,351.668,2092.5
133.5,352.392,2059.2
133.5,353.108,2053.2
133.5,353.823,2050.2
133.5,354.539,2046.2
133.5,355.253,2045.2
133.5,355.97,2039.2
133.5,356.684,2038.2
133.5,357.4,2034.2
133.5,358.11,2046.2
133.5,358.823,2053.2
133.5,359.537,2052.2
133.5,0.235,2112.2
133.5,0.891,2344.5
133.5,1.607,2340.2
133.5,2.32,2344.2
133.5,3.036,2336.2
133.5,3.752,2330.2
133.5,4.466,2334.2
133.5,5.18,2334.2
133.5,5.894,2337.2
133.5,6.609,2350.2
133.5,7.319,2353.2
133.5,8.029,2355.2
133.5,8.739,2358.2
133.5,9.448,2360.2
133.5,10.158,2365.2
133.5,10.867,2369.2
133.5,11.577,2371.2
133.5,12.286,2376.2
133.5,12.996,2381.2
133.5,13.705,2387.2
133.5,14.42,2362.2
133.5,15.157,2248.5
133.5,15.833,2398.5
133.5,16.617,2096.5
133.5,17.339,2055.2
133.5,18.048,2061.2
133.5,18.773,2012.2
133.5,19.497,1968.5
133.5,20.235,1884.5
133.5,20.965,1829.5
133.5,21.672,1837.2
133.5,22.38,1844.2
133.5,23.081,1871.2
133.5,23.789,1876.2
133.5,24.507,1856.2
133.5,25.216,1859.2
133.5,25.924,1865.2
133.5,26.631,1875.2
133.5,27.338,1886.2
133.5,28.045,1896.2
133.5,28.748,1915.2
133.5,29.44,1972.5
133.5,30.147,1982.2
133.5,30.853,1997.2
133.5,31.56,2009.2
133.5,32.269,2014.2
133.5,32.975,2027.2
133.5,33.681,2042.2
133.5,34.387,2056.2
133.5,35.101,2074.2
133.5,35.806,2091.2
133.5,36.511,2109.2
133.5,37.217,2123.2
133.5,37.919,2151.2
133.5,38.623,2174.2
133.5,39.328,2195.2
133.5,40.033,2214.2
133.5,40.737,2237.2
133.5,41.442,2258.2
133.5,42.146,2282.2
133.5,42.851,2304.2
133.5,43.556,2326.2
133.5,44.261,2347.2
133.5,44.967,2366.2
133.5,45.671,2392.2
133.5,46.375,2421.2
133.5,47.065,2521.5
133.5,47.771,2542.0
133.5,56.083,153.5
133.5,56.914,151.2
133.5,57.679,150.2
133.5,58.445,149.2
133.5,59.211,148.2
133.5,59.978,147.2
133.5,60.805,145.2
133.5,61.574,144.2
133.5,62.345,143.2
133.5,63.055,143.2
133.5,63.826,142.2
133.5,64.598,141.2
133.5,65.371,140.2
133.5,66.145,139.2
133.5,66.92,138.2
133.5,67.63,138.2
133.5,68.405,137.2
133.5,69.182,136.2
133.5,69.96,135.2
133.5,70.67,135.2
133.5,71.38,135.2
133.5,72.167,134.2
133.5,72.95,133.2
133.5,73.663,133.2
133.5,74.447,132.2
133.5,75.16,132.2
133.5,75.945,131.2
133.5,76.659,131.2
133.5,77.372,131.2
133.5,78.158,130.2
133.5,78.871,130.2
133.5,79.584,130.2
133.5,80.297,130.2
133.5,81.085,129.2
133.5,81.798,129.2
133.5,82.511,129.2
133.5,83.224,129.2
133.5,84.012,128.2
133.5,84.726,128.2
133.5,85.439,128.2
133.5,86.152,128.2
133.5,86.865,128.2
133.5,87.578,128.2
133.5,88.291,128.2
133.5,89.004,128.2
133.5,89.717,128.2
133.5,90.431,128.2
133.5,91.144,128.2
133.5,91.857,128.2
133.5,92.57,128.2
133.5,93.283,128.2
133.5,93.996,128.2
133.5,94.634,129.2
133.5,95.347,129.2
133.5,96.06,129.2
133.5,96.774,129.2
133.5,97.487,129.2
133.5,98.126,130.2
133.5,98.839,130.2
133.5,99.552,130.2
133.5,100.192,131.2
133.5,100.848,131.2
133.5,101.558,131.2
133.5,102.196,132.2
133.5,102.906,132.2
133.5,103.545,133.2
133.5,104.255,133.2
133.5,104.965,133.2
133.5,105.605,134.2
133.5,106.315,134.2
133.5,106.957,135.2
133.5,107.666,135.2
133.5,108.309,136.2
133.5,108.952,137.2
133.5,109.662,137.2
133.5,110.306,138.2
133.5,111.016,138.2
133.5,111.661,139.2
133.5,112.307,140.2
133.5,112.954,141.2
133.5,113.664,141.2
133.5,114.312,142.2
133.5,114.96,143.2
133.5,115.61,144.2
133.5,116.26,145.2
133.5,116.97,145.2
133.5,117.563,147.2
133.5,118.273,147.2
133.5,118.926,148.2
133.5,119.579,149.2
133.5,120.233,150.2
133.5,120.888,151.2
133.5,121.491,153.2
133.5,122.148,154.2
133.5,122.805,155.2
133.5,123.464,156.2
133.5,124.123,157.2
133.5,124.783,158.2
133.5,125.394,160.2
133.5,126.056,161.2
133.5,126.671,163.2
133.5,127.406,164.2
133.5,128.065,165.2
133.5,128.692,167.0
133.5,129.354,168.0
133.5,130.016,169.0
133.5,128.291,891.5
133.5,128.988,897.0
133.5,129.696,896.0
133.5,130.367,919.0
133.5,131.063,926.2
133.5,131.773,923.2
133.5,132.458,938.0
133.5,133.225,896.5
133.5,133.857,947.5
133.5,134.472,1018.5
133.5,135.195,1004.2
133.5,135.923,986.2
133.5,136.646,973.2
133.5,137.378,953.2
133.5,138.09,949.2
133.5,138.832,923.2
133.5,139.547,917.2
133.5,140.278,900.2
133.5,141.001,889.2
133.5,141.721,880.2
133.5,142.44,872.2
133.5,143.151,869.2
133.5,143.857,869.2
133.5,144.554,874.2
133.5,145.24,887.2
133.5,145.936,893.2
133.5,146.635,898.2
133.5,147.308,920.0
133.5,147.907,2347.5
133.5,148.63,2329.2
133.5,149.339,2307.2
133.5,150.046,2291.2
133.5,150.754,2277.2
133.5,151.465,2247.2
133.5,152.174,2223.2
133.5,152.883,2206.2
133.5,153.589,2195.2
133.5,154.294,2191.2
133.5,155.001,2182.2
133.5,155.709,2166.2
133.5,156.416,2152.2
133.5,157.124,2139.2
133.5,157.83,2129.2
133.5,158.537,2119.2
133.5,159.244,2106.2
133.5,159.956,2077.2
133.5,160.664,2065.2
133.5,161.37,2056.2
133.5,162.077,2047.2
133.5,162.805,1968.5
133.5,163.514,1953.2
133.5,164.216,1958.2
133.5,164.914,1978.2
133.5,165.611,1998.2
133.5,166.316,1996.2
133.5,167.025,1979.2
133.5,167.732,1969.2
133.5,168.439,1960.2
133.5,169.143,1961.2
133.5,169.844,1969.2
133.5,170.55,1962.2
133.5,171.255,1958.2
133.5,171.96,1954.2
133.5,172.666,1950.2
133.5,173.371,1947.2
133.5,174.076,1942.2
133.5,174.781,1938.2
133.5,175.487,1934.2
133.5,176.191,1932.2
133.5,176.911,1930.2
133.5,177.62,1929.2
133.5,178.329,1926.2
133.5,179.038,1926.2
133.5,179.755,1901.2
133.5,180.459,1917.2
133.5,181.171,1906.2
133.5,181.875,1920.2
133.5,182.582,1924.2
133.5,183.292,1922.2
133.5,184.0,1923.2
133.5,184.709,1924.2
133.5,185.417,1925.2
133.5,186.156,1837.5
133.5,186.909,1724.5
133.5,188.394,1574.5
133.5,189.102,1577.2
133.5,189.809,1579.2
133.5,190.516,1583.2
133.5,191.225,1583.2
133.5,191.932,1587.2
133.5,192.637,1593.2
133.5,193.346,1593.2
133.5,194.054,1595.2
133.5,194.761,1598.2
133.5,195.465,1608.0
133.5,196.174,1607.0
133.5,196.881,1612.0
133.5,197.586,1619.0
133.5,198.293,1624.0
133.5,199.0,1627.0
133.5,199.706,1633.0
133.5,200.41,1644.0
133.5,201.117,1646.0
133.5,201.766,1790.5
133.5,202.466,1813.2
133.5,203.173,1818.2
133.5,203.879,1825.2
133.5,204.586,1829.2
133.5,205.315,1846.2
133.5,206.02,1862.2
133.5,206.727,1875.2
133.5,207.434,1885.2
133.5,208.141,1899.2
133.5,208.849,1908.2
133.5,209.556,1920.2
133.5,210.266,1922.2
133.5,210.973,1936.2
133.5,211.68,1948.2
